dimension,finding_id,severity,reviewers_severity,verification,timing,effort,title,files
"security-auth","prod-demo-credentials-live","critical","","confirmed","now","S","Production database still holds demo accounts with a repo-documented shared password (cleanup marked pending)","backend/DEPLOY_LOG.md:35-37; backend/DEPLOY_LOG.md:39-46; backend/database/seeders/LibyanDataSeeder.php:40-43; CLAUDE.md:32; DEPLOYMENT.md:17"
"security-auth","parent-manager-no-credential-self-service","high","medium","confirmed","now","M","Parents and center managers cannot change or recover their password; parents keep the staff-chosen password forever","backend/routes/api.php:43-50; backend/routes/api.php:53-91; backend/routes/api.php:135-137; backend/app/Http/Controllers/Api/AuthController.php:132; backend/app/Http/Controllers/Api/AuthController.php:184; backend/app/Http/Controllers/Api/AuthController.php:216-220; backend/app/Support/ParentResolver.php:73-92"
"security-auth","mobile-session-model-gaps","medium","low","confirmed","now","M","Token model is not ready for multi-device mobile use: one fixed 7-day token, no per-device revocation, no logout-everywhere, no refresh","backend/app/Http/Controllers/Api/AuthController.php:64; backend/app/Http/Controllers/Api/AuthController.php:91; backend/config/sanctum.php:53-55; backend/routes/console.php:1-9"
"security-auth","debug-gated-user-directory","medium","","confirmed","now","S","Public /api/public/demo-accounts returns every user's name, email and role whenever APP_DEBUG is true — a gate the codebase itself documents as unsafe","backend/app/Http/Controllers/Api/DashboardController.php:101-121; backend/app/Http/Controllers/Api/AuthController.php:149-153; backend/routes/api.php:23; backend/app/Http/Controllers/Api/DashboardController.php:124-134"
"security-auth","error-envelope-and-model-name-leak","low","","informational","now","S","Unhandled exceptions bypass the {success,message,data,errors} contract and leak internal model class names","backend/bootstrap/app.php:22-24; backend/app/Http/Controllers/Api/ReportPdfController.php:84; backend/app/Http/Controllers/Api/StudentController.php:342; backend/app/Http/Controllers/Api/WeeklyTestController.php:120"
"security-auth","otp-plaintext-in-logs","medium","","confirmed","next","S","OTP codes and phone numbers are written in plaintext to the application log","backend/app/Http/Controllers/Api/AuthController.php:216-220; backend/.env.production.example:38-39"
"security-auth","weak-password-policy-predictable-ids","medium","","confirmed","next","M","6-character minimum with no complexity/breach check, on predictable login identifiers, with IP-only throttle and no per-account lockout","backend/app/Http/Controllers/Api/TeacherController.php:64; backend/app/Http/Controllers/Api/ManagerManagementController.php:67; backend/app/Http/Controllers/Api/CenterManagerController.php:122; backend/app/Http/Controllers/Api/TeacherProfileController.php:78; backend/app/Http/Controllers/Api/AuthController.php:170; backend/app/Http/Controllers/Api/StudentController.php:214; backend/app/Support/LoginEmail.php:9; backend/app/Http/Controllers/Api/AuthController.php:36-39; backend/routes/api.php:17"
"security-auth","no-security-headers","medium","","confirmed","next","S","No security headers anywhere (CSP, HSTS, X-Frame-Options, nosniff, Referrer-Policy) and bearer token lives in localStorage","backend/bootstrap/app.php:14-21; backend/public/.htaccess:1-37; backend/.htaccess:1-19; frontend-html/js/api.js:22-24"
"security-auth","no-audit-trail-or-login-audit","medium","","confirmed","next","L","No general audit log: who created/edited students, teachers, centers, memorizations, or who logged in from where, is not recorded","backend/app/Http/Controllers/Api/AuthController.php:19-85; backend/app/Http/Controllers/Api/MemorizationController.php:208-227; backend/app/Http/Controllers/Api/StudentController.php:489-560; backend/app/Models/User.php:70-82; backend/database/migrations"
"security-auth","manager-cross-center-parent-national-id-enumeration","medium","low","confirmed","next","S","Any center manager can enumerate every parent's national ID number system-wide via a 3-digit prefix search","backend/app/Http/Controllers/Api/StudentController.php:284-309; backend/routes/api.php:61"
"security-auth","message-history-visible-to-new-teacher","medium","","confirmed","next","M","Parent↔teacher message threads are keyed by student only, so a newly assigned teacher inherits the full private history with the previous teacher","backend/app/Http/Controllers/Api/MessageController.php:107-142; backend/app/Http/Controllers/Api/StudentController.php:611-690; backend/app/Models/Message.php:13-19"
"security-auth","no-ci-dependency-audit","medium","","confirmed","next","M","No CI pipeline, no composer audit, no static analysis — dependency and regression safety rely on a developer remembering to run tests locally","backend/composer.json:1-40; backend/composer.lock:1133-1134; DEPLOYMENT.md:18; backend/DEPLOY_LOG.md:6-9"
"security-auth","unvalidated-inputs-cause-500s","low","","informational","next","S","Several endpoints pass unvalidated fields straight to the database or to Carbon, turning bad input into 500s instead of 422s","backend/app/Http/Controllers/Api/MemorizationController.php:128-187; backend/database/migrations (memorizations: hizb integer, eighth string); backend/app/Http/Controllers/Api/WeeklyTestController.php:37-43; backend/app/Http/Controllers/Api/AttendanceController.php:124-134; backend/app/Http/Controllers/Api/AdminUserController.php:55-65"
"security-auth","automation-runs-as-human-admin","low","","informational","later","M","n8n attendance digest logs in daily as the human admin with a plaintext password and never revokes the '*' token it mints","n8n/mutqin-daily-attendance-digest.json:31-65; n8n/mutqin-daily-attendance-digest.json:70-123; n8n/README.md:19-22"
"security-auth","throttle-proxy-and-active-check-gaps","low","","informational","later","S","Rate limiting keys on raw IP with no TrustProxies, and is_active is only enforced via token deletion rather than per request","backend/bootstrap/app.php:14-21; backend/routes/api.php:17-21; backend/app/Http/Middleware/TeacherMiddleware.php:17; backend/app/Http/Middleware/CenterManagerMiddleware.php:20; backend/DEPLOY_LOG.md:6-9"
"testing-quality","no-ci-quality-gate","high","medium","confirmed","now","S","No CI pipeline anywhere; deploy is an ungated rsync",".cpanel.yml:3-7; DEPLOYMENT.md:18; backend/composer.json:15-24"
"testing-quality","routes-untested-32pct","high","medium","confirmed","now","M","34 of 107 API routes (31.8%) have zero test hits; 3 more are status-only","backend/routes/api.php:22-23; backend/routes/api.php:27; backend/routes/api.php:33-34; backend/routes/api.php:38-40; backend/routes/api.php:47; backend/routes/api.php:57; backend/routes/api.php:62; backend/routes/api.php:96; backend/routes/api.php:98; backend/routes/api.php:100; backend/routes/api.php:109; backend/routes/api.php:117; backend/routes/api.php:122; backend/routes/api.php:147; backend/routes/api.php:155; backend/routes/api.php:158; backend/routes/api.php:160; backend/routes/api.php:164; backend/routes/api.php:166-167"
"testing-quality","ownership-guards-untested","high","medium","confirmed","now","S","Five existing ownership/scope guards have no test — the security model's 'only guard' is missing here","backend/app/Http/Controllers/Api/MemorizationController.php:214-219; backend/app/Http/Controllers/Api/WeeklyTestController.php:177-182; backend/app/Http/Controllers/Api/ReportController.php:20-25; backend/app/Http/Controllers/Api/ReportPdfController.php:83-85; backend/app/Http/Controllers/Api/StudentController.php:581-585; backend/routes/api.php:57"
"testing-quality","suite-not-runnable-from-clean-clone","medium","low","confirmed","now","S","Suite cannot be executed from this checkout; test-environment docs have drifted","backend/phpunit.xml:26-27; backend/.env.example:1-10; CLAUDE.md:25; DEPLOYMENT.md:36; backend/.gitignore"
"testing-quality","no-api-contract-tests","high","medium","confirmed","now","M","Response shapes are asserted ad hoc; no schema/contract snapshot for the envelope Flutter will depend on","backend/tests/Feature/AuthLoginTest.php:18-22; backend/tests/Feature/AdminUsersListTest.php:181; backend/tests/Feature/MemorizationJuzGapFilterTest.php:65-66; frontend-html/js/api.js"
"testing-quality","pdf-endpoints-untested","medium","low","confirmed","next","S","8 of 9 PDF report endpoints untested (mPDF + gd extension dependency)","backend/routes/api.php:80-82; backend/routes/api.php:125-128; backend/routes/api.php:170-171; backend/tests/Feature/ManagerReportsTest.php:481-483; backend/app/Http/Controllers/Api/ReportPdfController.php"
"testing-quality","no-static-analysis-or-lint-gate","medium","","confirmed","next","M","No static analysis (phpstan/larastan) and Pint is installed but unconfigured and never run","backend/composer.json:15-24; backend/composer.json:26-41"
"testing-quality","unit-test-scarcity","medium","low","confirmed","next","M","Only one real unit-test file; core Support classes rely solely on slow HTTP feature tests or have no tests","backend/tests/Unit/SurahReferenceJuzGapTest.php; backend/tests/Unit/ExampleTest.php; backend/app/Support/ArabicText.php; backend/app/Support/ParentResolver.php; backend/app/Support/PrimaryTeacherRule.php; backend/app/Support/LoginEmail.php; backend/app/Support/Percentage.php; backend/app/Support/PhoneNumber.php"
"testing-quality","no-frontend-or-e2e-tests","medium","","confirmed","later","L","Zero automated tests for the 33-page web client; QA is manual screenshots","frontend-html/js/api.js; frontend-html/js/ui.js; frontend-html/js/auth.js; screenshots/"
"testing-quality","no-coverage-measurement","medium","low","confirmed","next","S","No line/branch coverage is measured or thresholded; no mutation testing","backend/phpunit.xml:15-19; backend/composer.json:26-41"
"testing-quality","week-boundary-and-weekly-report-untested","medium","low","confirmed","next","S","Saturday→Friday week logic and /reports/weekly have no tests","backend/app/Http/Controllers/Api/DashboardController.php:71; backend/app/Http/Controllers/Api/ReportController.php:94-99; backend/routes/api.php:166"
"testing-quality","flaky-tolerances-and-env-coupling","low","","informational","later","S","Several tests depend on wall-clock date, MySQL strict mode, or the login throttle","backend/tests/Feature/AdminCenterDetailsTest.php:359-383; backend/tests/Feature/WeeklyTestUpdateTest.php:821-831; backend/tests/Concerns/CreatesCoreData.php:88-100; backend/routes/api.php:16-17; backend/tests/Feature/ManagerTeacherPerformanceTest.php:857"
"testing-quality","factories-absent-builder-quirks","low","","informational","later","S","Only a boilerplate UserFactory (unused); CreatesCoreData is the de-facto builder and generates non-Libyan phone numbers","backend/database/factories/UserFactory.php:26-33; backend/tests/Concerns/CreatesCoreData.php:21-33; backend/tests/Concerns/CreatesCoreData.php:60-73"
"testing-quality","concurrency-only-sequential","low","","informational","later","M","DisplayCode atomicity and PrimaryTeacherRule lock are only tested sequentially","backend/app/Support/DisplayCode.php:55-70; backend/app/Support/PrimaryTeacherRule.php:17-33; backend/tests/Feature/DisplayCodeTest.php; backend/tests/Feature/ManagerAddTeacherTest.php:634-659"
"devops-deploy","no-cicd-manual-deploy","critical","medium","confirmed","now","S","No CI/CD: tests never run in a pipeline, deploys are hand-uploaded or a manual cPanel 'Deploy HEAD', and the two documented deploy mechanisms contradict each other","backend/DEPLOY_LOG.md:6-9; .cpanel.yml:4-7; backend/DEPLOY_LOG.md:21-23; backend/tests/Feature"
"devops-deploy","no-db-backups","critical","high","confirmed","now","S","No automated database or storage backups — DEPLOYMENT.md prescribes a mysqldump cron the host cannot run","DEPLOYMENT.md:15; backend/DEPLOY_LOG.md:6-7; backend/routes/console.php:1-8"
"devops-deploy","no-monitoring-error-tracking","critical","medium","confirmed","now","S","No monitoring, alerting, uptime checks or error tracking; production logs are error-level daily files readable only via File Manager","backend/config/logging.php:21; backend/.env.production.example:38-39; backend/composer.json:7-24; backend/bootstrap/app.php:22-24"
"devops-deploy","no-staging-unstable-api-host","high","low","confirmed","now","M","Only two environments (developer XAMPP and production); no staging, and the production API lives at a structure-leaking, host-layout-dependent path with no versioning","frontend-html/js/config.js:10-12; backend/.env.example:2; backend/.env.production.example:12; backend/routes/api.php:1-30; .cpanel.yml:5-6"
"devops-deploy","release-identity-unknown","high","medium","confirmed","now","S","What is actually running in production is unknowable: 71 commits since the only deploy marked 'done', 7/8 log entries 'pending', no version tag, no /version endpoint","backend/DEPLOY_LOG.md:27-100; backend/routes/api.php; backend/config/app.php"
"devops-deploy","laravel-11-eol-frozen-deps","high","","confirmed","next","L","Framework is past security EOL and dependencies are frozen: Laravel v11.51.0 (security fixes ended 2026-03-12), composer.lock unchanged since 2026-06-25, no dependency audit","backend/composer.lock:1133-1134; backend/composer.json:9; backend/composer.json:60; backend/composer.json:68-70"
"devops-deploy","migrations-hand-run-sql","high","medium","confirmed","next","M","Schema changes are applied as hand-written SQL in phpMyAdmin from files outside the repo; the migrations table is not maintained and there is no rollback","backend/DEPLOY_LOG.md:21-22; backend/DEPLOY_LOG.md:40-46; backend/database/migrations/2026_09_08_100000_make_target_teacher_nullable_on_student_requests.php; backend/database/migrations/2026_09_11_100000_add_parent_code_sequence.php"
"devops-deploy","no-rollback-no-maintenance-mode","medium","low","confirmed","next","M","In-place `rsync --delete` deploy with no releases/symlink layout, no post-deploy cache rebuild, and no way to enter maintenance mode",".cpanel.yml:5-7; backend/public/index.php:11-13; backend/.env.production.example:32"
"devops-deploy","no-scheduler-no-pruning","medium","low","confirmed","next","S","No scheduler or cron: expired Sanctum tokens, stale OTP rows and notifications are never pruned; the only recurring job is an external, demo-grade n8n workflow","backend/routes/console.php:1-8; backend/app/Http/Controllers/Api/AuthController.php:63; backend/config/sanctum.php:55; n8n/mutqin-daily-attendance-digest.json:31-44; n8n/README.md:19-22"
"devops-deploy","rate-limit-per-ip-only","medium","low","confirmed","now","S","Rate limiting covers only the 3 auth endpoints, keyed per IP with no proxy trust configuration; authenticated API has no limiter","backend/routes/api.php:17; backend/routes/api.php:20-21; backend/bootstrap/app.php:14-21; backend/.env.production.example:58"
"devops-deploy","laravel-tree-in-webroot-dev-artifacts-deployed","medium","low","confirmed","next","S","Entire Laravel tree (.env, storage/logs, vendor) sits under public_html guarded only by .htaccess, and rsync ships dev artifacts (composer.phar 3.5 MB, tests/, check_excel.php, DEPLOY_LOG.md, .env.production.example) to production",".cpanel.yml:6; backend/.htaccess:10-19; backend/DEPLOY_LOG.md:4; backend/composer.phar; backend/check_excel.php:1-9; frontend-html/README.md"
"devops-deploy","https-not-enforced-no-security-headers","medium","","confirmed","now","S","HTTPS is not enforced or asserted anywhere in the repo (no redirect, no HSTS, no forceScheme, no security headers); it depends entirely on an unverified cPanel setting","frontend-html/js/config.js:12; backend/public/.htaccess:13-37; backend/app/Providers/AppServiceProvider.php:20-23; DEPLOYMENT.md:16"
"devops-deploy","otp-and-phone-logged-plaintext","medium","low","confirmed","next","S","Plaintext OTP and phone number are written to the application log at info level in every environment; only LOG_LEVEL=error hides it in production, contrary to the docs","backend/app/Http/Controllers/Api/AuthController.php:216-219; backend/.env.production.example:39; DEPLOYMENT.md:37"
"devops-deploy","frontend-no-cache-busting-external-deps","medium","low","confirmed","next","S","Static frontend has no cache-busting or caching policy, and depends on two third-party CDNs with no SRI or fallback","frontend-html/login.html:8-9; frontend-html/login.html:99-103; frontend-html/admin/dashboard.html:7-17; frontend-html/css/theme.css:6; frontend-html/js/config.js:28-44"
"devops-deploy","ops-docs-drift","medium","","confirmed","next","S","Operational documentation contradicts the code: CORS, API URL, demo credentials, test counts, deploy mechanism, launcher paths and the backend README are stale","DEPLOYMENT.md:11; DEPLOYMENT.md:13; frontend-html/README.md:8; frontend-html/README.md:19-27; backend/README.md:1-58; backend/DEPLOY_LOG.md:8-9; تشغيل-المشروع.bat:23-27; CLAUDE.md"
"performance-scale","weekly-report-n-plus-1","critical","medium","confirmed","now","S","Admin weekly report issues 2 queries per active student (10,001 queries at 5,000 students)","backend/app/Http/Controllers/Api/ReportController.php:85-111"
"performance-scale","report-service-per-teacher-fanout","high","medium","confirmed","next","M","PDF report data builders fan out per teacher / per student / per center and load whole month row-sets into PHP","backend/app/Services/ReportService.php:79-128; backend/app/Services/ReportService.php:165-204; backend/app/Services/ReportService.php:380-400; backend/app/Http/Controllers/Api/ReportPdfController.php:94-126"
"performance-scale","non-sargable-date-filters-and-missing-date-indexes","high","low","confirmed","now","S","20 whereMonth/whereYear + 4 whereDate filters on tables with no date index → full scans on the largest tables","backend/app/Services/ReportService.php:39-53; backend/app/Http/Controllers/Api/CenterManagerController.php:313-318; backend/app/Http/Controllers/Api/CenterController.php:109-119; backend/app/Http/Controllers/Api/DashboardController.php:25-30; backend/app/Http/Controllers/Api/AttendanceController.php:139-142; backend/database/migrations/2024_01_01_000030_create_attendances_table.php:15-22; backend/database/migrations/2024_01_01_000040_create_memorizations_table.php:15; backend/database/migrations/2024_01_01_000070_create_weekly_tests_table.php:15"
"performance-scale","no-api-rate-limiting","high","medium","confirmed","now","S","Authenticated API has no rate limiter — heavy report/PDF endpoints can be hammered without limit","backend/bootstrap/app.php:13-20; backend/routes/api.php:16-21"
"performance-scale","progress-recomputed-from-raw-rows","high","low","confirmed","next","M","Memorization progress is recomputed from every raw memorization row on every request (admin scope = whole system)","backend/app/Http/Controllers/Api/MemorizationController.php:77-121; backend/app/Services/ReportService.php:274-299; backend/app/Services/ReportService.php:411-433; backend/app/Http/Controllers/Api/CenterManagerController.php:322-331; backend/app/Support/SurahReference.php:157-197"
"performance-scale","xlsx-import-per-row-queries-single-transaction","high","medium","confirmed","next","M","Fingerprint xlsx import loads the whole sheet and runs 3–5 queries per row plus 2 per student-per-date inside one transaction","backend/app/Http/Controllers/Api/AttendanceImportController.php:21-35; backend/app/Http/Controllers/Api/AttendanceImportController.php:97-105; backend/app/Http/Controllers/Api/AttendanceImportController.php:164; backend/app/Http/Controllers/Api/AttendanceImportController.php:300-313; backend/app/Http/Controllers/Api/AttendanceImportController.php:341-378"
"performance-scale","synchronous-mpdf-no-queue","medium","low","confirmed","later","M","PDF generation is synchronous mPDF inside the request; no queue worker exists","backend/app/Http/Controllers/Api/ReportPdfController.php:37-73; backend/config/queue.php:16; backend/routes/console.php:1-9"
"performance-scale","zero-caching-of-dashboard-and-reference-data","medium","low","confirmed","next","S","No caching anywhere — dashboard counters, public stats, surah list and pick-lists are recomputed on every request","backend/app/Http/Controllers/Api/DashboardController.php:19-42; backend/app/Http/Controllers/Api/DashboardController.php:124-134; backend/app/Http/Controllers/Api/CenterManagerController.php:23-46; backend/app/Http/Controllers/Api/MemorizationController.php:229-236; backend/config/cache.php:18"
"performance-scale","unbounded-all-flag-and-fixed-page-sizes","medium","low","confirmed","now","M","`?all=1` returns entire tables with eager-loaded relations; no per_page parameter or cap; several list endpoints are unpaginated","backend/app/Http/Controllers/Api/StudentController.php:132-137; backend/app/Http/Controllers/Api/TeacherController.php:41-45; backend/app/Http/Controllers/Api/CenterController.php:21-25; backend/app/Http/Controllers/Api/CenterManagerController.php:189-194; backend/app/Http/Controllers/Api/AttendanceController.php:17-29; backend/app/Http/Controllers/Api/ReportController.php:56-79; backend/app/Http/Controllers/Api/StudentRequestController.php:53-69"
"performance-scale","missing-indexes-role-status-progress","medium","low","confirmed","now","S","Frequently filtered low-selectivity/lookup columns lack indexes (users.role/is_active, attendances.status/date, students composite, notifications.read_at)","backend/database/migrations/0001_01_01_000000_create_users_table.php:17; backend/database/migrations/2026_07_23_100000_add_is_active_to_users.php:17; backend/database/migrations/2024_01_01_000020_create_students_table.php:18-19; backend/database/migrations/2026_07_01_221219_create_notifications_table.php:15-21; backend/app/Http/Controllers/Api/DashboardController.php:22-42; backend/app/Http/Controllers/Api/CenterManagerController.php:70-71"
"performance-scale","normalized-like-search-full-scan","medium","low","confirmed","later","M","Unified Arabic search wraps every row in 9 nested REPLACE() calls across 4 columns + 2 correlated subqueries, then paginate() repeats it for COUNT(*)","backend/app/Support/ArabicText.php:27-38; backend/app/Http/Controllers/Api/StudentController.php:105-130; backend/app/Http/Controllers/Api/AdminUserController.php:54-66; backend/app/Http/Controllers/Api/CenterManagerController.php:528-535"
"performance-scale","no-deploy-time-optimization","medium","low","confirmed","now","S","Production runs without config/route cache or documented OPcache/autoloader optimization; the deploy script deletes bootstrap/cache and never regenerates it",".cpanel.yml:1-6; backend/DEPLOY_LOG.md:3-12; DEPLOYMENT.md:1-40"
"performance-scale","polling-token-write-amplification","medium","low","confirmed","next","S","60-second notification polling in every tab + Sanctum last_used_at write per request + tokens never pruned or revoked on re-login","frontend-html/js/layout.js:256-257; backend/app/Http/Controllers/Api/NotificationController.php:15-41; backend/app/Http/Controllers/Api/AuthController.php:64; backend/config/sanctum.php:55; backend/routes/console.php:1-9"
"performance-scale","payload-shaping-full-models","low","","informational","next","M","List and dashboard responses embed full related models (teacher User, Center) and there are no API Resources","backend/app/Http/Controllers/Api/StudentController.php:71; backend/app/Http/Controllers/Api/DashboardController.php:34-42; backend/app/Http/Controllers/Api/DashboardController.php:55-96; backend/app/Http/Controllers/Api/WeeklyTestController.php:18; backend/app/Http/Controllers/Api/StudentController.php:708-712"
"performance-scale","frontend-delivery-third-party-and-cache-headers","low","","informational","later","S","Frontend depends on jsDelivr + Google Fonts via CSS @import, ships un-versioned assets, and has no cache/compression headers or optimized gallery images","frontend-html/css/theme.css:6; frontend-html/index.html:8; frontend-html/admin/dashboard.html:7-17; frontend-html/img/gallery; frontend-html/js/config.js:1-40"
"web-app-ui","parent-no-progress-kpi","high","medium","confirmed","now","M","Parent pages never show memorization progress (juz X/30) — the product's headline KPI","frontend-html/parent/dashboard.html:44-53; frontend-html/parent/child.html:66-81; backend/app/Http/Controllers/Api/StudentController.php:693-735; backend/app/Http/Controllers/Api/StudentController.php:820-850"
"web-app-ui","self-service-profile-missing-manager-parent","high","medium","confirmed","now","M","Center managers and parents have no profile page and no API to change password/phone","frontend-html/js/layout.js:34-47; backend/routes/api.php:133-137; frontend-html/admin/profile.html:1; frontend-html/teacher/profile.html:1"
"web-app-ui","a11y-dialogs-focus-labels","high","medium","confirmed","next","M","Accessibility is essentially unimplemented: no dialog semantics, focus management, ESC, label association, live regions or icon labels","frontend-html/js/ui.js:139-212; frontend-html/js/ui.js:9-29; frontend-html/js/ui.js:443-447; frontend-html/js/ui.js:303-347; frontend-html/js/layout.js:136; frontend-html/parent/dashboard.html:36; frontend-html/parent/dashboard.html:55"
"web-app-ui","teacher-lists-truncated-first-page","high","medium","confirmed","next","S","Teacher memorization and weekly-tests lists silently show only the first 15 records (paginated API, no load-more)","frontend-html/teacher/memorization.html:73; frontend-html/teacher/weekly-tests.html:139; backend/app/Http/Controllers/Api/MemorizationController.php:56; backend/app/Http/Controllers/Api/WeeklyTestController.php:25"
"web-app-ui","mobile-2col-grid-overflow","medium","","confirmed","next","S","Four pages hard-code a 2-column grid outside .mq-card, causing horizontal scroll at phone widths","frontend-html/admin/reports.html:36; frontend-html/teacher/reports.html:36; frontend-html/admin/dashboard.html:57; frontend-html/teacher/dashboard.html:50; frontend-html/css/theme.css:358"
"web-app-ui","contrast-below-aa","medium","","confirmed","now","S","Secondary text, hints, table headers and bottom-nav labels fail WCAG AA contrast","frontend-html/css/theme.css:12; frontend-html/css/theme.css:183; frontend-html/css/theme.css:174; frontend-html/css/theme.css:310; frontend-html/js/layout.js:213"
"web-app-ui","dashboards-blank-no-loading-no-retry","medium","low","confirmed","next","M","Dashboards and detail pages render nothing until the API answers and show only a 3-second toast on failure; no skeletons anywhere","frontend-html/admin/dashboard.html:24-74; frontend-html/teacher/dashboard.html:24-58; frontend-html/parent/dashboard.html:26-64; frontend-html/teacher/students.html:117-138; frontend-html/teacher/reports.html:58; frontend-html/admin/center.html:163-169; frontend-html/manager/teacher.html:36-41; frontend-html/teacher/student.html:43-46; frontend-html/js/ui.js:28"
"web-app-ui","attendance-default-present-tristate","medium","low","confirmed","next","S","Attendance marking pre-selects 'حاضر' for every unrecorded student with no 'not marked' state","frontend-html/teacher/attendance.html:41-45; frontend-html/teacher/attendance.html:66-72"
"web-app-ui","teacher-memorization-workflow-gaps","medium","low","confirmed","next","M","Memorization entry asks for hand-typed juz/pages, uses a 114-option plain select, and the class-wide juz progress table was removed","frontend-html/teacher/memorization.html:28-39; frontend-html/teacher/memorization.html:54-61; backend/routes/api.php:159; screenshots/48-juz-progress-all.png"
"web-app-ui","bottom-nav-priority-teacher","low","","informational","next","S","Teacher mobile bottom nav wastes a prime slot on 'ملفّي الشخصي' while memorization and tests hide behind 'المزيد'","frontend-html/js/layout.js:22; frontend-html/js/layout.js:24-33; frontend-html/js/layout.js:169-171"
"web-app-ui","duplicated-modals-inline-styles","medium","low","confirmed","later","L","Nine hand-rolled overlay modals and 661 inline style attributes duplicate the shared UI layer","frontend-html/admin/students.html:107-217; frontend-html/manager/students.html:196-320; frontend-html/manager/teachers.html:145-203; frontend-html/teacher/weekly-tests.html:30-45; frontend-html/teacher/students.html:26-30; frontend-html/manager/attendance-review.html:121-140; frontend-html/admin/students.html:59-72; frontend-html/parent/messages.html:1"
"web-app-ui","no-sorting-client-search-filters","low","","informational","later","M","No sortable columns; five pages search client-side over unpaginated or partial lists; admin students lacks center/teacher filters","frontend-html/js/ui.js:65-75; frontend-html/admin/centers.html:111; frontend-html/admin/managers.html:93; frontend-html/manager/requests.html:154; frontend-html/teacher/students.html:137; frontend-html/teacher/weekly-tests.html:150; frontend-html/admin/students.html:454"
"web-app-ui","admin-cannot-drill-into-student-reports-pdf-only","medium","low","confirmed","later","M","Admin has no student detail view and no in-page analytics — only PDFs; manager PDFs are locked to the current month","frontend-html/admin/students.html:397-405; frontend-html/admin/center.html:243-257; frontend-html/admin/reports.html:36-68; frontend-html/manager/reports.html:28; frontend-html/manager/reports.html:92-94"
"web-app-ui","perf-unused-bootstrap-fonts-no-offline","low","","informational","later","M","Bootstrap RTL CSS is loaded on all 30 pages but unused, fonts are @import-blocked, and the PWA has no offline shell","frontend-html/admin/dashboard.html:7; frontend-html/css/theme.css:6; frontend-html/js/config.js:28-31; frontend-html/js/layout.js:257"
"web-app-ui","inconsistent-patterns-confirmations-dates","low","","informational","next","S","Assorted consistency gaps: stat-card styles, date formats, missing confirmation on approve, double-submit on 4 forms, dual student-detail paths","frontend-html/manager/dashboard.html:24-29; frontend-html/manager/attendance-review.html:86; frontend-html/teacher/messages.html:79; frontend-html/manager/requests.html:55-60; frontend-html/teacher/weekly-tests.html:113-131; frontend-html/teacher/profile.html:94-109; frontend-html/admin/profile.html:79; frontend-html/teacher/students.html:26-30; frontend-html/teacher/students.html:123"
"frontend-code","inline-js-80-percent","high","medium","confirmed","next","M","80% of application JavaScript is inline in HTML pages (4,254 of 5,310 lines)","frontend-html/admin/students.html:18-512; frontend-html/manager/students.html:18-422; frontend-html/admin/teachers.html:18-291; frontend-html/manager/teachers.html:18-290; frontend-html/manager/reports.html:18-267; frontend-html/js/ui.js:1-455"
"frontend-code","copy-paste-page-patterns","high","medium","confirmed","next","L","Core UI patterns (paged list, debounced search, modals, field helpers) are duplicated across 7-12 pages instead of living in ui.js","frontend-html/admin/students.html:109-117; frontend-html/manager/students.html:207-216; frontend-html/manager/teachers.html:75-81; frontend-html/admin/students.html:455-502; frontend-html/admin/users.html:64-86; frontend-html/manager/parents.html:47-54; frontend-html/teacher/messages.html:24-25; frontend-html/parent/messages.html:24-25"
"frontend-code","zero-tests-zero-lint-zero-build","high","medium","confirmed","next","M","No automated verification of any kind for the frontend: no linter, no unit tests, no e2e, no build","frontend-html/README.md:1-46; frontend-html/js/api.js:1-85; frontend-html/js/auth.js:1-82"
"frontend-code","api-dual-response-shape-in-client","medium","low","confirmed","now","M","Client papers over two API list shapes (?all=1 array vs paginator) in 13 places - the contract the Flutter team will inherit","frontend-html/admin/students.html:40; frontend-html/admin/students.html:345-346; frontend-html/admin/centers.html:61; frontend-html/admin/managers.html:61; frontend-html/admin/reports.html:73; DEPLOYMENT.md:44"
"frontend-code","cdn-no-sri-dead-bootstrap-google-fonts","medium","low","confirmed","next","S","Bootstrap 5.3.3 RTL CSS loaded on all 33 pages with zero usage and no SRI; fonts pulled via render-blocking CSS @import from Google","frontend-html/login.html:8; frontend-html/admin/students.html:7; frontend-html/css/theme.css:6; frontend-html/css/theme.css:4; frontend-html/css/theme.css:20"
"frontend-code","no-cache-busting-on-assets","medium","low","confirmed","next","S","No cache-busting on 161 script tags / 33 stylesheet links - rsync deploys can pair new HTML with stale shared JS","frontend-html/admin/students.html:13-17; frontend-html/login.html:99-103; .cpanel.yml:5"
"frontend-code","api-wrapper-missing-resilience","medium","low","confirmed","next","S","api.js has no timeout, no retry, undifferentiated 403/419/429/5xx handling, 401 redirect races the throw, and openPdf bypasses the wrapper","frontend-html/js/api.js:27-75; frontend-html/js/api.js:51-58; frontend-html/js/ui.js:350-378; frontend-html/js/ui.js:358"
"frontend-code","token-localstorage-no-csp-no-refresh","medium","low","confirmed","next","M","7-day Bearer token in localStorage, with inline scripts/842 inline styles making a mitigating CSP impossible and no refresh/rotation","frontend-html/js/auth.js:8-11; frontend-html/js/api.js:22-24; frontend-html/js/config.js:23-24; backend/config/sanctum.php:55"
"frontend-code","no-client-error-capture","medium","low","confirmed","next","S","No global error handler or client telemetry - frontend failures in production are invisible","frontend-html/js/api.js:1-85; frontend-html/js/config.js:1-44; frontend-html/js/layout.js:219-229"
